L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Assorted Colour, 500 g","Intricate designs and shapes give character to your food preparation experience which will suit each and every occasion only to leave pleasant moments in memory. These pans are embossed out of 22swg aluminium having a bright food graded anodized finish, are One-Piece die made and are 100% leak-proof making the body very sturdy and durable. Due to its varied patterns and designs, these pans are suitable for a great number of applications which include, but not limited to decorating & making cakes, puddings, custards, jellies, blancmangoes, aspices, flans, kulfis, chocolates, ice creams, rice and other turnout shapes for table displays including candles. They are best used efficiently by both, domestic and commercial kitchens. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers for large gatherings. The beautiful and cute shape also entices kids the most. These moulds are also easy to clean and store. Order one for your home now!",500 g,g,500 g,1,1,357,269,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061304'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061304_2-rolex-aluminium-cake-mould-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40061304-2_1-rolex-aluminium-cake-mould-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061304'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 1pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Flower-3, Assorted Colour, 3 pcs","Great quality baking moulds of different shapes and sizes are great for cake bakers, decorators and food enthusiasts. Rolex moulds are made of long-lasting premium raw materials and exquisite craftsmanship and are stamped with approved quality by professional bakers themselves. The moulds made of high-grade aluminium are safe for use in a gas oven, OTG and Microwave. If you plan to make a 3-layered cake for your loved ones, these moulds would be your go-to accessory. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers. The beautiful shape entices children and adults alike. These moulds are also easy to clean and store. Order one for your home now!",3 pcs,pcs,3 pcs,3,1,635,499,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061416'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061416_2-rolex-aluminium-cake-mould-flower-3-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061416'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 3 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Flower-5, Assorted Colour, 3 pcs","Great quality baking moulds of different shapes and sizes are great for cake bakers, decorators and food enthusiasts. Rolex moulds are made of long-lasting premium raw materials and exquisite craftsmanship and are stamped with approved quality by professional bakers themselves. The moulds made of high-grade aluminium are safe for use in a gas oven, OTG and Microwave. If you plan to make a 3-layered cake for your loved ones, these moulds would be your go-to accessory. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers. The beautiful shape entices children and adults alike. These moulds are also easy to clean and store. Order one for your home now!",3 pcs,pcs,3 pcs,3,1,635,499,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061415'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061415_2-rolex-aluminium-cake-mould-flower-5-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061415'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 3 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Flower-8, Assorted Colour, 3 pcs","Great quality baking moulds of different shapes and sizes are great for cake bakers, decorators and food enthusiasts. Rolex moulds are made of long-lasting premium raw materials and exquisite craftsmanship and are stamped with approved quality by professional bakers themselves. The moulds made of high-grade aluminium are safe for use in a gas oven, OTG and Microwave. If you plan to make a 3-layered cake for your loved ones, these moulds would be your go-to accessory. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers. The beautiful shape entices children and adults alike. These moulds are also easy to clean and store. Order one for your home now!",3 pcs,pcs,3 pcs,3,1,635,499,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061414'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061414_2-rolex-aluminium-cake-mould-flower-8-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40061414-2_2-rolex-aluminium-cake-mould-flower-8-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061414'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 3 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Heart, Assorted Colour, 3 pcs","Great quality baking moulds of different shapes and sizes are great for cake bakers, decorators and food enthusiasts. Rolex moulds are made of long lasting premium raw materials and exquisite craftsmanship and are stamped with approved quality by professional bakers themselves. The moulds made of high-grade aluminium are safe for use in a gas oven, OTG and Microwave. If you plan to make a 3-layered cake for your loved ones, these moulds would be your go-to accessory. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers. The beautiful shape entices children and adults alike. These moulds are also easy to clean and store. Order one for your home now!",3 pcs,pcs,3 pcs,3,1,635,499,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061409'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061409_2-rolex-aluminium-cake-mould-heart-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40061409-2_2-rolex-aluminium-cake-mould-heart-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061409'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 3 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Heart, Assorted Colour, 3 pcs","Great quality baking moulds of different shapes and sizes are great for cake bakers, decorators and food enthusiasts. Rolex moulds are made of long-lasting premium raw materials and exquisite craftsmanship and are stamped with approved quality by professional bakers themselves. The moulds made of high-grade aluminium are safe for use in a gas oven, OTG and Microwave. If you plan to make a 3-layered cake for your loved ones, these moulds would be your go-to accessory. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers. The beautiful shape entices children and adults alike. These moulds are also easy to clean and store. Order one for your home now!",3 pcs,pcs,3 pcs,3,1,635,499,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061417'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061417_2-rolex-aluminium-cake-mould-heart-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061417'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 3 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Hexagon, Assorted Colour, 3 pcs","Great quality baking moulds of different shapes and sizes are great for cake bakers, decorators and food enthusiasts. Rolex moulds are made of long-lasting premium raw materials and exquisite craftsmanship and are stamped with approved quality by professional bakers themselves. The moulds made of high-grade aluminium are safe for use in a gas oven, OTG and Microwave. If you plan to make a 3-layered cake for your loved ones, these moulds would be your go-to accessory. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers. The beautiful shape entices children and adults alike. These moulds are also easy to clean and store. Order one for your home now!",3 pcs,pcs,3 pcs,3,1,635,499,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061412'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061412_2-rolex-aluminium-cake-mould-hexagon-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061412'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 3 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Oval, Assorted Colour, 3 pcs","Great quality baking moulds of different shapes and sizes are great for cake bakers, decorators and food enthusiasts. Rolex moulds are made of long-lasting premium raw materials and exquisite craftsmanship and are stamped with approved quality by professional bakers themselves. The moulds made of high-grade aluminium are safe for use in a gas oven, OTG and Microwave. If you plan to make a 3-layered cake for your loved ones, these moulds would be your go-to accessory. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers. The beautiful shape entices children and adults alike. These moulds are also easy to clean and store. Order one for your home now!",3 pcs,pcs,3 pcs,3,1,635,499,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061413'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061413_2-rolex-aluminium-cake-mould-oval-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061413'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 3 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Rectangle, Assorted Colour, 3 pcs","Great quality baking moulds of different shapes and sizes are great for cake bakers, decorators and food enthusiasts. Rolex moulds are made of long-lasting premium raw materials and exquisite craftsmanship and are stamped with approved quality by professional bakers themselves. The moulds made of high-grade aluminium are safe for use in a gas oven, OTG and Microwave.
If you plan to make a 3-layered cake for your loved ones, these moulds would be your go-to accessory. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers. The beautiful shape entices children and adults alike. These moulds are also easy to clean and store. Order one for your home now!",3 pcs,pcs,3 pcs,3,1,875,499,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061419'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061419_2-rolex-aluminium-cake-mould-rectangle-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40061419-2_1-rolex-aluminium-cake-mould-rectangle-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061419'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Color : Assorted
‚ Package Content : 3 pcs
Small - ( 18.5 x 13 x 5 height), Weight: 70 gms, Cake Capacity: 500 gms approximately.
Medium - ( 21 x 15 x 5 height), Weight: 100 gms, Cake Capacity: 750 gms approximately.
Large - ( 23 x 17 x 5 height), Weight: 130 gms, Cake Capacity: 1000 gms approximately.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Star, Assorted Colour, 3 pcs","Great quality baking moulds of different shapes and sizes are great for cake bakers, decorators and food enthusiasts. Rolex moulds are made of long-lasting premium raw materials and exquisite craftsmanship and are stamped with approved quality by professional bakers themselves. The moulds made of high-grade aluminium are safe for use in a gas oven, OTG and Microwave. If you plan to make a 3-layered cake for your loved ones, these moulds would be your go-to accessory.
Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers. The beautiful shape entices children and adults alike. These moulds are also easy to clean and store. Order one for your home now!",3 pcs,pcs,3 pcs,3,1,635,499,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061418'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061418_2-rolex-aluminium-cake-mould-star-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061418'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 3 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould - Sweet, Heart, Assorted Colour, 1 pc","Intricate designs and shapes give character to your food preparation experience which will suit each and every occasion only to leave pleasant moments in memory. These pans are embossed out of 22swg aluminium having a bright food graded anodized finish, are One-Piece die made and are 100% leak-proof making the body very sturdy and durable. Due to its varied patterns and designs, these pans are suitable for a great number of applications which include, but not limited to decorating & making cakes, puddings, custards, jellies, blancmanges, aspices, flans, kulfis, chocolates, ice creams, rice and other turnout shapes for table displays including candles. They are best used efficiently by both, domestic and commercial kitchens. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers for large gatherings. The beautiful and cute shape also entices kids the most. These moulds are also easy to clean and store. Order one for your home now!",1 pc,pc,1 pc,1,1,477,269,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061320'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061320_2-rolex-aluminium-cake-mould-sweet-heart-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40061320-2_1-rolex-aluminium-cake-mould-sweet-heart-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40061320-3_1-rolex-aluminium-cake-mould-sweet-heart-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061320'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 1pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Rolex,"Rolex Aluminium Cake Mould Pans - House, Assorted Colour, 1 pc","Intricate designs and shapes give character to your food preparation experience which will suit each and every occasion only to leave pleasant moments in memory. These pans are embossed out of 22swg aluminium having a bright food graded anodized finish, are One-Piece die made and are 100% leak-proof making the body very sturdy and durable. Due to its varied patterns and designs, these pans are suitable for a great number of applications which include, but not limited to decorating & making cakes, puddings, custards, jelly's, blancmanges, aspices, flans, kulfis, chocolates, ice creams, rice and other turnout shapes for table displays including candles. They are best used efficiently by both, domestic and commercial kitchens. Mould is extremely convenient to use and is already a favourite in most of the kitchens. It comes handy especially for parties when you need to bake in huge numbers for large gatherings. The beautiful and cute shape also entices kids the most. These moulds are also easy to clean and store. Order one for your home now!",1 pc,pc,1 pc,1,1,477,269,"ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003",India,['40061302'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061302_2-rolex-aluminium-cake-mould-pans-house-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40061302-2_1-rolex-aluminium-cake-mould-pans-house-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grease the mould with oil before use. After use, wash the cake mould gently with soap and water. Dry off with a soft kitchen cloth and store safely for reuse.","[{'EAN Code': '40061302'}, {'Manufacturer Name and ': 'ROLEX METAL FABRICATOR, 21, YACOOB STREET, ADAM MANZIL, NEAR J.J.HOSPITAL SIGNAL,, MUMBAI, MAHARASHTRA, 400003'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the mould when cleaning. Keep out of reach from children.,"‚ Brand : Rolex
‚ Type : Mould
‚ Material : Aluminium
‚ Colour : Assorted
‚ Package Content : 1pcs",-
