Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Image,Image.1,Image.2,Image.3,Image.4,Image.5,Image.6,Image.7,Image.8,Image.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00000262,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"e-millet Rusk - Barnyard Millet,  110 g",110 g ,grams,35,35,"Barnyard millet is energy rich, rich in fibre, minerals, anti-oxidants. Millet rusk is healthy alternative to conventional snacks. They have very low fat content and are perfect mates for tea/coffee time. These do not contain maida, preservative, artficial color or flavor.", , ,,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_800000379_1-emillet-rusk-barnyard-millet.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800000379-2_1-emillet-rusk-barnyard-millet.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800000379-3_1-emillet-rusk-barnyard-millet.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800000379-4_1-emillet-rusk-barnyard-millet.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800000379-5_1-emillet-rusk-barnyard-millet.jpg,,,,,,,e-millet,1,1,'890606260199,, , , , , , , , , , , , , , , , ,,,,
EU00000263,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"The Baker's Dozen Coconut Oats Cookies,  150 g",150 g ,grams,169,118.3,"Crunchy 100% butter cookies with health benefits of coconut and oats! No added preservatives. Packed using a special German packaging technology (""fresh lock pack"") that retains its oven baked freshness.", , ,"Mimansa Industries Private Limited,  Survey No. 1540,  Village-Radhu,  TA-Kheda,  Gujarat - 387611",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40188430_2-the-bakers-dozen-coconut-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188430-2_2-the-bakers-dozen-coconut-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188430-3_2-the-bakers-dozen-coconut-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188430-4_2-the-bakers-dozen-coconut-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188430-5_2-the-bakers-dozen-coconut-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188430-6_2-the-bakers-dozen-coconut-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188430-7_1-the-bakers-dozen-coconut-oats-cookies.jpg,,,,,The Baker's Dozen,1,1,'4018843,['10719012000010'], , , , , , , , , , , , , , , , ,"Refined Wheat Flour (Maida), Butter, Sugar, Coconut Powder (12%), Oats (9%), Apple Cider Vinegar, Raising Agent (Baking Soda), Vanilla Essence.","Once opened, store in an airtight container.","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",
EU00000264,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"Nutribee Whole Wheat Rusk - Chilli Garlic,  200 g",200 g ,grams,110,110,"Spicy! Crunchy! It's the best combination of taste and nutrition and is the answer your deep-fried namkeen cravings. Made with organic whole wheat and roasted garlic and chillies, our chilli garlic rusk has no maida, butter, sugar or preservatives.", , ,"AzureEdge Ventures Pvt Ltd, #24,  Vinayaka Layout,  3rd Stage,  Marenahalli,  Vijayanagar,  Bangalore - 560040",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40127519_3-nutribee-whole-wheat-rusk-chilli-garlic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127519-2_2-nutribee-whole-wheat-rusk-chilli-garlic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127519-3_2-nutribee-whole-wheat-rusk-chilli-garlic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127519-4_2-nutribee-whole-wheat-rusk-chilli-garlic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127519-5_2-nutribee-whole-wheat-rusk-chilli-garlic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127519-6_1-nutribee-whole-wheat-rusk-chilli-garlic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127519-7_1-nutribee-whole-wheat-rusk-chilli-garlic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127519-8_1-nutribee-whole-wheat-rusk-chilli-garlic.jpg,,,,Nutribee,1,1,'40127519,'11216332000542, , , , , , , , , , , , , , , , ,"Organic Whole Wheat, Garlic, Chilli, Yeast, Salt, Oil, Jaggery",Ready to eat.,"AzureEdge Ventures Pvt Ltd,#24, Vinayaka Layout, 3rd Stage, Marenahalli, Vijayanagar, Bangalore - 560040",
EU00000265,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"Milk Ma Biscuit - Salt,  200 g",200 g ,grams,45,45,"Milkma Salt Biscuit is a scrumptiously salty and crunchy cookie. Made with the finest quality wheat, its whacky salty taste makes it a great snack for our non-sweet tooth consumers.Milk-Ma Salt Biscuits are crispy and healthy biscuits. They are made from the finest quality, which has various health benefits. It is loaded with proteins, calcium, minerals, etc. It is a perfect option for health conscious people.", , ,"Wholefood India (C) Pvt Ltd,  10th cross Akshaynagar,  TC Palaya main road,  Bangalore - 560036",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40111545_2-milk-ma-biscuit-salt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40111545-2_2-milk-ma-biscuit-salt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40111545-3_2-milk-ma-biscuit-salt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40111545-4_2-milk-ma-biscuit-salt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40111545-5_1-milk-ma-biscuit-salt.jpg,,,,,,,Milk Ma,1,1,'40111545,'11212302000135, , , , , , , , , , , , , , , , ,"Wheat flour, sugar, vegetable shortening, salt, milk powder, custard powder. no preservatives","Goes well with tea, coffee, milk as snacks.",,
EU00000266,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"Millet Cookies Salt With Ajwain,  150 g",150 g ,grams,60,60,"Barnyard millet is energy rich, rich in fibre, minerals, anti - oxidants. Millet cookies are healthy alternative to conventional snacks. These do not contain maida. baking powder. preservative. artificial color or flavor.", , ,,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_800000373_1-millet-cookies-salt-with-ajwain.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800000373-2_1-millet-cookies-salt-with-ajwain.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800000373-3_1-millet-cookies-salt-with-ajwain.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800000373-4_1-millet-cookies-salt-with-ajwain.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800000373-5_1-millet-cookies-salt-with-ajwain.jpg,,,,,,,Millet Cookies,1,1,'800000373,'12414014000011, , , , , , , , , , , , , , , , ,Barnyard Millet Flour. Whole Wheat Flour. Atta. Sucrose. Vegetable Oil. Ajwain. Wheat Bran and Salt,Ready to eat,,
EU00000267,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"FabboX Choco Chips Banana Cookies - Whole Wheat Flour,  No Maida,  Healthy Snack,  Premium Quality, 91 gPouch",91 g Pouch,grams,115,115,"Crispy on the outside and softer towards the middle, these Premium Healthy Cookies are super yummy and healthy! It contains no preservatives, no transfat. It is fibre rich, a healthy cookie that contains 25% less sugar, and is a healthy snack. This one is absolutely an unmissable treat for all chocolate lovers. Made with rich dark Belgian chocolate, this is also one of the favourite snacks for kids in their tiffins. Its chewy texture also helps to dissolve in the mouth quickly.", , ,"11518005001476 Manufactured and Marketed by: Healthy Karma Foods Pvt. Ltd.,  111 Dhamji Shamji Industrial Estate Off Mahakali Caves Rd Andheri East Mumbai 400093. Best before __PSL__ days from the delivery date",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_800401516_16-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-2_13-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-3_13-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-4_12-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-5_12-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-6_6-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-7_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-8_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-9_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-10_3-fabbox-choco-chip-banana-cookies.jpg,,Fabbox,1,1,800401516,1.15E+13, , , , , , , , , , , , , , , , ,"Whole Wheat Flour, Sugar, Unsalted Butter, Baking Powder, Vanilla Essence, Sea Salt, Cinnamon Powder, Soya Lecithin, Water.","Ready to eat.
Store airtight in cool and dry places.","Manufactured and Marketed by: Healthy Karma Foods Pvt. Ltd., 111 Dhamji Shamji Industrial Estate Off Mahakali Caves Rd Andheri East Mumbai 400093. Best before __PSL__ days from the delivery date","As Per - 100 g

Calories - 472.84 kcal
Protein - 8 g
Total Fat - 16.28 g
Saturated Fat - 6.2 g
Carbohydrates - 67 g
Sugar - 33 g
Cholesterol - 0 g"
EU00000268,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"FabboX Choco Chips Banana Cookies - Whole Wheat Flour,  No Maida,  Healthy Snack,  Premium Quality, 2X91 gMultipack",2 x 91 g Multipack,grams,230,230,"Crispy on the outside and softer towards the middle, these Premium Healthy Cookies are super yummy and healthy! It contains no preservatives, no transfat. It is fibre rich, a healthy cookie that contains 25% less sugar, and is a healthy snack. This one is absolutely an unmissable treat for all chocolate lovers. Made with rich dark Belgian chocolate, this is also one of the favourite snacks for kids in their tiffins. Its chewy texture also helps to dissolve in the mouth quickly.", , ,"11518005001476 Manufactured and Marketed by: Healthy Karma Foods Pvt. Ltd.,  111 Dhamji Shamji Industrial Estate Off Mahakali Caves Rd Andheri East Mumbai 400093. Best before __PSL__ days from the delivery date",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_800401516_16-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-2_13-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-3_13-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-4_12-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-5_12-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-6_6-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-7_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-8_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-9_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-10_3-fabbox-choco-chip-banana-cookies.jpg,,Fabbox,2,1,800401516,1.15E+13, , , , , , , , , , , , , , , , ,"Whole Wheat Flour, Sugar, Unsalted Butter, Baking Powder, Vanilla Essence, Sea Salt, Cinnamon Powder, Soya Lecithin, Water.","Ready to eat.
Store airtight in cool and dry places.","Manufactured and Marketed by: Healthy Karma Foods Pvt. Ltd., 111 Dhamji Shamji Industrial Estate Off Mahakali Caves Rd Andheri East Mumbai 400093. Best before __PSL__ days from the delivery date","As Per - 100 g

Calories - 472.84 kcal
Protein - 8 g
Total Fat - 16.28 g
Saturated Fat - 6.2 g
Carbohydrates - 67 g
Sugar - 33 g
Cholesterol - 0 g"
EU00000269,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"FabboX Choco Chips Banana Cookies - Whole Wheat Flour,  No Maida,  Healthy Snack,  Premium Quality, 4X91 gMultipack",4 x 91 g Multipack,grams,460,460,"Crispy on the outside and softer towards the middle, these Premium Healthy Cookies are super yummy and healthy! It contains no preservatives, no transfat. It is fibre rich, a healthy cookie that contains 25% less sugar, and is a healthy snack. This one is absolutely an unmissable treat for all chocolate lovers. Made with rich dark Belgian chocolate, this is also one of the favourite snacks for kids in their tiffins. Its chewy texture also helps to dissolve in the mouth quickly.", , ,"11518005001476 Manufactured and Marketed by: Healthy Karma Foods Pvt. Ltd.,  111 Dhamji Shamji Industrial Estate Off Mahakali Caves Rd Andheri East Mumbai 400093. Best before __PSL__ days from the delivery date",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_800401516_16-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-2_13-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-3_13-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-4_12-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-5_12-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-6_6-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-7_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-8_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-9_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-10_3-fabbox-choco-chip-banana-cookies.jpg,,Fabbox,4,1,800401516,1.15E+13, , , , , , , , , , , , , , , , ,"Whole Wheat Flour, Sugar, Unsalted Butter, Baking Powder, Vanilla Essence, Sea Salt, Cinnamon Powder, Soya Lecithin, Water.","Ready to eat.
Store airtight in cool and dry places.","Manufactured and Marketed by: Healthy Karma Foods Pvt. Ltd., 111 Dhamji Shamji Industrial Estate Off Mahakali Caves Rd Andheri East Mumbai 400093. Best before __PSL__ days from the delivery date","As Per - 100 g

Calories - 472.84 kcal
Protein - 8 g
Total Fat - 16.28 g
Saturated Fat - 6.2 g
Carbohydrates - 67 g
Sugar - 33 g
Cholesterol - 0 g"
EU00000270,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"FabboX Choco Chips Banana Cookies - Whole Wheat Flour,  No Maida,  Healthy Snack,  Premium Quality, 220 g",220 g ,grams,210,210,"Crispy on the outside and softer towards the middle, these Premium Healthy Cookies are super yummy and healthy! It contains no preservatives, no transfat. It is fibre rich, a healthy cookie that contains 25% less sugar, and is a healthy snack. This one is absolutely an unmissable treat for all chocolate lovers. Made with rich dark Belgian chocolate, this is also one of the favourite snacks for kids in their tiffins. Its chewy texture also helps to dissolve in the mouth quickly.", , ,"11518005001476 Manufactured and Marketed by: Healthy Karma Foods Pvt. Ltd.,  111 Dhamji Shamji Industrial Estate Off Mahakali Caves Rd Andheri East Mumbai 400093. Best before __PSL__ days from the delivery date",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_800401516_16-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-2_13-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-3_13-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-4_12-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-5_12-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-6_6-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-7_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-8_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-9_3-fabbox-choco-chip-banana-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_800401516-10_3-fabbox-choco-chip-banana-cookies.jpg,,Fabbox,1,1,800401516,1.15E+13, , , , , , , , , , , , , , , , ,"Whole Wheat Flour, Sugar, Unsalted Butter, Baking Powder, Vanilla Essence, Sea Salt, Cinnamon Powder, Soya Lecithin, Water.","Ready to eat.
Store airtight in cool and dry places.","Manufactured and Marketed by: Healthy Karma Foods Pvt. Ltd., 111 Dhamji Shamji Industrial Estate Off Mahakali Caves Rd Andheri East Mumbai 400093. Best before __PSL__ days from the delivery date","As Per - 100 g

Calories - 472.84 kcal
Protein - 8 g
Total Fat - 16.28 g
Saturated Fat - 6.2 g
Carbohydrates - 67 g
Sugar - 33 g
Cholesterol - 0 g"
EU00000271,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"Tasties Khari - Masala,  200 g + TGL Co.Kadak Masala Chai Instant PremiX Tea,  196 g,  Combo 2 Items",Combo 2 Items,Units,518,434.15,"Khari - Masala: Kharis is puffed crispy snack. It is an all-time favourite accompaniment with tea. Our range of Kharis is carefully baked with premium ingredients to develop that wonderful crispy and flaky texture. These Kharis are baked carefully with the perfect blend of spices and assorted herbs. The spices add to the tangy flavour in every bite. It is an all-time favourite snack amidst all age groups. You can't stop munching these wonderful crispy puffed tangy kharis!
TGL Co.Kadak Masala Chai Instant Premix Tea: Kadak masala chai premix contains natural extracts of tea and Indian spices such as cardamom, ginger, cloves, cinnamon and black pepper to prepare a cup of tea instantly in less than 2 minutes. The spices in this chai are well-balanced with sugar and milk extracts, crafting the perfect recipe of delicious Indian home-made tea.", , ,"M/s PANELLA FOODS AND BEVERAGES PRIVATE LIMITED, 5th Floor,  Office No.501,  Cresent Business Square,  Sakinaka Kherani Road,  Andheri East,  Mumbai 400072",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1212902_1-tasties-khari-masala-200-g-tgl-cokadak-masala-chai-instant-premix-tea-196-g.jpg,,,,,,,,,,,Tasties,2,1,1212902,1.15E+13, , , , , , , , , , , , , , , , ,"Khari - Masala: Refined Wheat Flour, Butter, Edible Vegetable Fat, Palmolein Oil, Salt (Iodised), Fine Flour, Edible Oil, fresh Coriander, Peppermint Leaves, Red Chilli, Spices, Artificial Flavouring Substances, Lemon
Kadak Masala Chai Instant Premix Tea: Cardamom, Ginger, Cloves, Cinnamon And Black Pepper.","Kadak Masala Chai Instant Premix Tea:

Put 1 sachet of tea premix in a cup.
Add 150 ml of hot water.
Mix till contents dissolve.","M/s PANELLA FOODS AND BEVERAGES PRIVATE LIMITED,5th Floor, Office No.501, Cresent Business Square, Sakinaka Kherani Road, Andheri East, Mumbai 400072",
EU00000272,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"CookieMan Choc Chunk Cookies,  120 g BoX",120 g Box,grams,120,96,"Enjoy the fresh-baked, Chocolate chew cookies first time in India by Cookie Man. Choc Chunk Cookies are made with a base of rich dark cocoa with chunks of dark chocolate to offer you a unique texture with every bite. Fresh-Baked and packed at Cookie Man. We sell a diverse line of fresh-baked Australian cookies in India. There are more varieties of cookies available.", , ,"Australian Foods India Private Limited,  22 and 23,  Ambattur Industrial Estate,  Ambattur,  Chennai-58.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40202701_1-cookie-man-choc-chunk-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202701-2_1-cookie-man-choc-chunk-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202701-3_1-cookie-man-choc-chunk-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202701-4_1-cookie-man-choc-chunk-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202701-5_1-cookie-man-choc-chunk-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202701-6_1-cookie-man-choc-chunk-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202701-7_1-cookie-man-choc-chunk-cookies.jpg,,,,,CookieMan,1,1,40202701,1.00E+13, , , , , , , , , , , , , , , , ,"Chocolate Dark Compound(30%)[sugar, Edible Vegetable Fat(hydrogenated), Cocoa Solids and Emulsifier (ins 322 and Ins 476), Contains Added [natural Flavour (vanilla)]], Refined Wheat Flour(maida), Sugar, Edible Vegetable Fat (12%)[interesterifed Vegetable Fat â Palm], Liquid Glucose, Cocoa Solids (3%), Butter(1%), Invert Syrup, Raising Agent (ins 500(ii)), Humectant (ins 420(i)), iodised Salt, Acidity Regulator (ins 450(i)), Emulsifier (ins 471).",Ready to eat.,"Australian Foods India Private Limited, 22 and 23, Ambattur Industrial Estate, Ambattur, Chennai-58.","Nutritional Information Per 100 g of product (*Approximate Values): Energy - 518 kcal, Carbohydrate - 67 g, Sugar - 41 g, Dietary Fiber - 4 g, Protein - 5 g, Total Fat - 26 g, Saturated Fatty acids - 19 g, Monounsaturated Fatty acids - 4 g, Polyunsaturated Fatty acids - 1 g, Trans Fatty acids - 0 g, Cholesterol - 0 g, Sodium - 207 mg, Calcium - 5 mg, Contains Traces of other Vitamins and Minerals."
EU00000273,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"The Baker's Dozen Butter Crunch Cookies,  180 g",180 g ,grams,169,118.3,"Crunchy 100% butter cookies with the added flavour of cinnamon, spices and caramelised sugar! These cookies have no added preservatives.", , ,"Mimansa Industries Private Limited,  Survey No. 1540,  Village-Radhu,  TA-Kheda,  Gujarat - 387611",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40188428_2-the-bakers-dozen-butter-crunch-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188428-2_2-the-bakers-dozen-butter-crunch-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188428-3_2-the-bakers-dozen-butter-crunch-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188428-4_2-the-bakers-dozen-butter-crunch-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188428-5_2-the-bakers-dozen-butter-crunch-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188428-6_2-the-bakers-dozen-butter-crunch-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40188428-7_1-the-bakers-dozen-butter-crunch-cookies.jpg,,,,,The Baker's Dozen,1,1,'40188428,['10719012000010'], , , , , , , , , , , , , , , , ,"Refined Wheat Flour (Maida), Butter, Milk Solids (Milk Powder) Sugar, Sunflower Oil, Custard Powder, Raising Agents (Baking Soda, Baking Powder), Spices.","Once opened, store in an airtight container.","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",
EU00000274,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"POLKA Gluten Free Ragi and Oats Cookies - Teatime Snack,  325 g",325 g ,grams,180,180,"Gluten-Free Ragi and Oats Cookies are made with ragi flour and oats. These cookies are high in fibre. Polka cookies are delicately made with the finest ingredients for you and your loved ones. It is best enjoyed with tea, coffee, and milk.", , ,"POLKA FOODS,  53-54 SECTOR 16,  HSIIDC BAHADURGARH,  HARYANA,  124507.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40197339_1-polka-gluten-free-ragi-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197339-2_1-polka-gluten-free-ragi-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197339-3_1-polka-gluten-free-ragi-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197339-4_1-polka-gluten-free-ragi-oats-cookies.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197339-5_1-polka-gluten-free-ragi-oats-cookies.jpg,,,,,,,POLKA,1,1,'40197339,'10816007000018, , , , , , , , , , , , , , , , ,"Gluten-Free Ragi Flour, Oats, Bakery Shortening, Sugar.",Ready to eat.,"POLKA FOODS, 53-54 SECTOR 16, HSIIDC BAHADURGARH, HARYANA, 124507.",
