Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Colour Shade Name,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Pack Size,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image,Image,Image,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Hair Thickness,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00075916,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Mancode Men Paraben-Free Keratin Shampoo 200ml,,,190-200 ML,1,MANCODE,399,249,Mancode Men Paraben-Free Keratin Shampoo 200ml,,,1,Units,Single,,"Glide Route Ventures LLP, AV Cosmo Lifestyles,plot No.1402/1/A, lllrd phase,GIDC industrial area, umbergaon 396171.gujarat, INDIA",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MANCODEMancodeMenParaben-FreeKeratinShampoo200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MANCODEMancodeMenParaben-FreeKeratinShampoo200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MANCODEMancodeMenParaben-FreeKeratinShampoo200ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MANCODEMancodeMenParaben-FreeKeratinShampoo200ml_4.jpg,,,,(N),(Y),(N),,,,Male,Daily Use,Keratin,,,Paraben-Free,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075917,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Himalayan Rose Shampoo - 200ml,,,300-350 ML,1,WOW SKIN SCIENCE,249,249,Himalayan Rose Shampoo,,,1,Units,Single,,"Body Cupid Cosmetics Private Limited, Kapco International Ltd., Plot no. 11, Sector-3, Parwanoo, Himachal Pradesh- 173220, India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WOWSKINSCIENCEHimalayanRoseShampoo-200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WOWSKINSCIENCEHimalayanRoseShampoo-200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WOWSKINSCIENCEHimalayanRoseShampoo-200ml_3.jpg,,,,,(N),(Y),(N),,,,,Dry Scalp,Rose,,,Sulfate-Free,,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075918,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Curly Hair Shampoo For Curls And Wavy Hair 300ml,,,280-300 ML,1,Spantra,499,249,Unisex Curly Hair Shampoo For Curls And Wavy Hair,,,1,Units,Single,,"Glide Route Ventures LLP, T.N.AYURVED, umbergaon, Dist. Valsad - 396171, Gujarat, India.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SpantraUnisexCurlyHairShampooForCurlsAndWavyHair300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SpantraUnisexCurlyHairShampooForCurlsAndWavyHair300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SpantraUnisexCurlyHairShampooForCurlsAndWavyHair300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SpantraUnisexCurlyHairShampooForCurlsAndWavyHair300ml_4.jpg,,,,(N),(Y),(N),,,,Unisex,Daily Use,Argan Oil,,,Paraben-Free,,,,,,Curly,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075919,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Advanced Hair Fall Solution+Total Damage Care Shampoo with Pro-Vit 340ml,,,300-350 ML,1,Pantene,240,180,"What it is
Hair Fall Solution+Total Damage Care Shampoo 

What it does
Nourish your hair and keep hair fall at bay in just 14 days
Silky Smooth Hair, with long-lasting hair fall protection
Repairs damaged to give you advanced protection from hair fall",,,1,Units,Single,,"Supercom Net, Procter & Gamble, P&G Plaza, Cardinal Gracious Road, Andheri, 400099, Mumbai Maharashtra",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneUnisexAdvancedHairFallSolution+TotalDamageCareShampoowithPro-Vit340ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneUnisexAdvancedHairFallSolution+TotalDamageCareShampoowithPro-Vit340ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneUnisexAdvancedHairFallSolution+TotalDamageCareShampoowithPro-Vit340ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneUnisexAdvancedHairFallSolution+TotalDamageCareShampoowithPro-Vit340ml_4.jpg,,,,(N),(Y),(N),,,,Unisex,Thinning and Hair Fall,,,,,,,,,,Damaged Hair,Normal,Regular,Shampoo,Long Lasting,,,,,,,,,,,,
EU00075920,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Set of 2 Khadi Pure & Natural Red Onion Shampoo For Hair Growth - 200ml Each,Red,,400-500 ML,1,DRONTIKA,498,249,Set of 2 Khadi Pure & Natural Red Onion Shampoo For Hair Growth - 200ml Each,,,2,Units,Bundle,,"BHARDWAJ ENTERPRISES, Drontika india pvt ltd , Faridabad Haryana 121004",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DRONTIKASetof2KhadiPure&NaturalRedOnionShampooForHairGrowth-200mlEach_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DRONTIKASetof2KhadiPure&NaturalRedOnionShampooForHairGrowth-200mlEach_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DRONTIKASetof2KhadiPure&NaturalRedOnionShampooForHairGrowth-200mlEach_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DRONTIKASetof2KhadiPure&NaturalRedOnionShampooForHairGrowth-200mlEach_4.jpg,,,,(N),(Y),(N),,,,,Hair Growth,Onion,,,Paraben-Free,,Natural,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075921,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Onion Hair Conditioner 300ml,Red,,280-300 ML,1,Regal Essence,849,254,"Regal Essence Onion Hair Conditioner 300ml

Regal Essence Red Onion Hair Conditioner is a blend of natural ingredients to infuse life in your hairs. It transforms hair texture and provides ultimate shine. Highly effective in strengthening hair follicles, reduce hair fall, repair and protect damaged hair. This conditioner improves hair from roots and antioxidants work on the scalp. This gives you a better hair formation, and also improves hair strands and texture. It is suitable for all hair types, giving nourishment to hairs and scalp. Revive your long-lasting hair health, naturally. Now forget the messy hair and welcome sunshine shiny, thick, and long healthy hairs with Regal Essence Red Onion Seed Oil Conditioner.",,,1,Units,Single,,"Vedapure Naturals Private Limited, Vedapure Naturals Private Limited",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14RegalEssenceOnionHairConditioner300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14RegalEssenceOnionHairConditioner300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14RegalEssenceOnionHairConditioner300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14RegalEssenceOnionHairConditioner300ml_4.jpg,,,,(N),(Y),(N),,,,,Tangled Hair,Onion,,,Oil-Free,Oil,Natural,,Work,,Dull Hair,Fine,Regular,Conditioner,"Long Lasting,Strengthening",,,,,,,,,,,,
EU00075922,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Onion Black Seed Oil Shampoo 300ml,Black,,280-300 ML,1,Fantraa,499,299,Fantraa Unisex Onion Black Seed Oil Shampoo 300 ml,,,1,Units,Single,,"ZELIXON LIFESTYLE PRIVATE LIMITED, Solvoraxxa Cosmetics Limited, Changodar, Ahmedabad 382213",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FantraaUnisexOnionBlackSeedOilShampoo300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FantraaUnisexOnionBlackSeedOilShampoo300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FantraaUnisexOnionBlackSeedOilShampoo300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FantraaUnisexOnionBlackSeedOilShampoo300ml_4.jpg,,,,(N),(Y),(N),,,,Unisex,Thinning and Hair Fall,Onion,,,Dermatologically Tested,Oil,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075923,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Real Botanicals Paraben Free Hair Repair Shampoo withlinden Bud Extracts- 100ml,,,90-100 ML,1,Medimade,249,239,Real Botanicals Paraben Free Hair Repair Shampoo with Linden Bud Extracts,,,1,Units,Single,,"TRIPLE PLAY TECHNOLOGIES PVT. LTD., Manchanda Herbal Products Pvt. Ltd. Plot no 4, Motia Khan, Rani Jhansi Road, New Delhi 110055",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeRealBotanicalsParabenFreeHairRepairShampoowithLindenBudExtracts-100ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeRealBotanicalsParabenFreeHairRepairShampoowithLindenBudExtracts-100ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeRealBotanicalsParabenFreeHairRepairShampoowithLindenBudExtracts-100ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeRealBotanicalsParabenFreeHairRepairShampoowithLindenBudExtracts-100ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Aloe Vera,,,Paraben-Free,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075924,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Hair Repair Shampoo withlinden Bud Extracts - 300ml,,,300ml,1,Medimade,599,419,Hair Repair Shampoo with Linden Bud Extracts - 300 ml,,,1,Units,Single,,"TRIPLE PLAY TECHNOLOGIES PVT. LTD., Manchanda Herbal Products Pvt. Ltd. Plot no 4, Motia Khan, Rani Jhansi Road, New Delhi 110055",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeHairRepairShampoowithLindenBudExtracts-300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeHairRepairShampoowithLindenBudExtracts-300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeHairRepairShampoowithLindenBudExtracts-300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeHairRepairShampoowithLindenBudExtracts-300ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,,,,Paraben-Free,,,,,,Dry Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075925,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Pack of 2 Hair Repair Shampoo withlinden Bud Extracts,,,600 ML,1,Medimade,1198,778,Pack of 2 Hair Repair Shampoo with Linden Bud Extracts,,,2,Units,Bundle,,"TRIPLE PLAY TECHNOLOGIES PVT. LTD., Manchanda Herbal Products Pvt. Ltd. Plot no 4, Motia Khan, Rani Jhansi Road, New Delhi 110055",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadePackof2HairRepairShampoowithLindenBudExtracts_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadePackof2HairRepairShampoowithLindenBudExtracts_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadePackof2HairRepairShampoowithLindenBudExtracts_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadePackof2HairRepairShampoowithLindenBudExtracts_4.jpg,,,,(N),(Y),(N),,,,,Damaged,,,,Paraben-Free,,,,,,Dry Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075926,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Khadi Set of 2 Herbal Neem Sat Shampoo for Itchy & Irritated Scalp - 210ml each,,,400-500 ML,1,DRONTIKA,300,240,Set of 2 Herbal Neem Sat Shampoo for Itchy & Irritated Scalp,,,2,Units,Bundle,,"BHARDWAJ ENTERPRISES, BHARDWAJ ENTERPRISES FARIDABAD HARYANA 121004",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DRONTIKAKhadiSetof2HerbalNeemSatShampooforItchy&IrritatedScalp-210mleach_1.jpg,,,,,,,(N),(Y),(N),,,,,Daily Use,Neem,,,Paraben-Free,,Herbal,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075927,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Neem & Nutgrass Dandruff Control Shampoo - 450ml,,,Onesize,1,Baidyanath,230,230,Neem & Nutgrass Dandruff Control Shampoo,,,1,Units,Single,,"SIDDHAYU HEALTHCARE PRIVATE LIMITED, SIDDHAYU AYURVEDIC REASEARCH FOUNDATION PVT LTD LAKHANDUR RD, DESAIGANJ, WADSA, DIST GADCHIROLI (M.S.), 441 209",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BaidyanathNeem&NutgrassDandruffControlShampoo-450ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BaidyanathNeem&NutgrassDandruffControlShampoo-450ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BaidyanathNeem&NutgrassDandruffControlShampoo-450ml_3.jpg,,,,,(N),(Y),(N),,,,,Dandruff,Neem,,,Paraben-Free,,,,,,Dry Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075928,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Hydrating Shampoo 75ml,,,50-80 ML,1,ARATA,299,149,Hydrating Shampoo,,,1,Units,Single,,"SLICK ORGANICS - SJIT, Krauter Healthcare Ltd, B-44, Sector 80, Noida, Uttar Pradesh, India - 201305",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ARATAHydratingShampoo75ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ARATAHydratingShampoo75ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ARATAHydratingShampoo75ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ARATAHydratingShampoo75ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Lavender,,,Vegan,,,,,,Normal,Normal,Sustainable,Shampoo,Hydrating,,,,,,,,,,,,
EU00075929,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Onion & Fenugreek Conditioner for Hair Fall Control - 200ml,,,190-200 ML,1,VLCC,320,192,Onion & Fenugreek Conditioner for Hair Fall Control,,,1,Units,Single,,"RetailNet, VLCC Personal Care Ltd., Plot No. 11 & 12, Sec. 6A,Sidcul, IIE Haridwar 249403, Uttarakhand, India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14VLCCOnion&FenugreekConditionerforHairFallControl-200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14VLCCOnion&FenugreekConditionerforHairFallControl-200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14VLCCOnion&FenugreekConditionerforHairFallControl-200ml_3.jpg,,,,,(N),(Y),(N),,,,,Thinning and Hair Fall,Onion,,,Cruelty-Free,,,,,,Damaged Hair,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00075930,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Red Onion & Black Seed Hair Cleanser Shampoo For All Hair Types - 200ml,"Red,Black",,200-220 ML,1,Khadi Roots,290,200,Red Onion & Black Seed Hair Cleanser Shampoo For All Hair Types - 200 ml,,,1,Units,Single,,"VOTIVE MOTIVE, AVS HERBALS PVT LTD, 981, MIS, Part-A, Bahadurgarh, Haryana-124507",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KhadiRootsRedOnion&BlackSeedHairCleanserShampooForAllHairTypes-200ml_1.jpg,,,,,,,(N),(Y),(N),,,,,Hair Growth,Onion,,,Paraben-Free,,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075931,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Soya Protein Shampoo 200ml,,,Onesize,1,Peau D'origine,499,199,Soya Protein Shampoo 200ml,,,1,Units,Single,,"Youstylo, BO Int., Delhi",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PeauDorigineSoyaProteinShampoo200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PeauDorigineSoyaProteinShampoo200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PeauDorigineSoyaProteinShampoo200ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PeauDorigineSoyaProteinShampoo200ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Bhringraj,,,Paraben-Free,,,,,,Straight Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075932,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Apple Cider Shampoo with Anti-Dandruff Actives for All Hair Types - 300ml,,,280-300 ML,1,Denver,349,209,Apple Cider Shampoo with Anti-Dandruff Actives for All Hair Types,,,1,Units,Single,,"Supercom Net, Vanesa Cosmetics Pvt. Ltd. Barota Industrial Area, Distt. Sonepat, Haryana, 131104",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DenverAppleCiderShampoowithAnti-DandruffActivesforAllHairTypes-300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DenverAppleCiderShampoowithAnti-DandruffActivesforAllHairTypes-300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DenverAppleCiderShampoowithAnti-DandruffActivesforAllHairTypes-300ml_3.jpg,,,,,(N),(Y),(N),,,,,Dandruff,Apple Cider Vinegar,,,Cruelty-Free,,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075933,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Set Of 2 Biotin & Collagen Hair Shampoo 50ml Each,,,50mlx2,1,St.Botanica,198,198,Set Of 2 Biotin & Collagen Hair Shampoo 50 ml Each,,,2,Units,Bundle,,"ST BOTANICA BEAUTY PRIVATE LIMITED, Vedic Cosmeceuticals Pvt Ltd., B-31, Sector -85 Noida, Noida, U.P - 201301",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14St.BotanicaSetOf2Biotin&CollagenHairShampoo50mlEach_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14St.BotanicaSetOf2Biotin&CollagenHairShampoo50mlEach_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14St.BotanicaSetOf2Biotin&CollagenHairShampoo50mlEach_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14St.BotanicaSetOf2Biotin&CollagenHairShampoo50mlEach_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Jojoba,,,Cruelty-Free,,Collagen,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075934,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Set of Superbly Smoothing Heena Shampoo & Olive Conditioner - 110ml each,"Green,Olive",,200-220 ML,1,Vaadi Herbals,215,182,"This set includes
Superbly Smoothing Heena Shampoo with Green Tea
Superbly Smoothing Olive Conditioner with Avocado Extract",,,2,Units,Bundle,,"Supercom Net, A 40, Jhilmil Industrial Area, Delhi -110095",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14VaadiHerbalsSetofSuperblySmoothingHeenaShampoo&OliveConditioner-110mleach_1.jpg,,,,,,,(N),(Y),(N),,,,,Anti-Frizz,Green Tea,,,Paraben-Free,,,,,Green,Dry Hair,Normal,Regular,Shampoo and Conditioner,,,,,,,,,,,,,
EU00075935,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Green Tea & Tea Tree Paraben-Free Anti-Dandruff Shampoo - 210ml,Green,,200-220 ML,1,Khadi Vaidehi,250,187,Green Tea & Tea Tree Paraben-Free Anti-Dandruff Shampoo,,,1,Units,Single,,"MGM Marketing, Khadi Vaidehi, Ganeshpura,Tri Nagar - 110035",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KhadiVaidehiGreenTea&TeaTreeParaben-FreeAnti-DandruffShampoo-210ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KhadiVaidehiGreenTea&TeaTreeParaben-FreeAnti-DandruffShampoo-210ml_2.jpg,,,,,,(N),(Y),(N),,,,,Dandruff,Green Tea,,,Paraben-Free,,,,,Green,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075936,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Arabic Coffee Damaged Repair Shampoo for All Hair Types - 210ml,,,200-220 ML,1,Khadi Vaidehi,250,187,Arabic Coffee Damaged Repair Shampoo for All Hair Types,,,1,Units,Single,,"MGM Marketing, Khadi Vaidehi, Ganeshpura,Tri Nagar - 110035",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KhadiVaidehiArabicCoffeeDamagedRepairShampooforAllHairTypes-210ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KhadiVaidehiArabicCoffeeDamagedRepairShampooforAllHairTypes-210ml_2.jpg,,,,,,(N),(Y),(N),,,,,Dry Scalp,Caffeine,,,Paraben-Free,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075937,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Khadi Herbal 100% Natural Paraben Free Amla Bhringraj Shampoo - 210ml,,,200-220 ML,1,DRONTIKA,249,186,Khadi Herbal 100% Natural Paraben Free Amla Bhringraj Shampoo - 210 ml,,,1,Units,Single,,"BHARDWAJ ENTERPRISES, BHARDWAJ ENTERPRISES FARIDABAD HARYANA 121004",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DRONTIKAKhadiHerbal100%NaturalParabenFreeAmlaBhringrajShampoo-210ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DRONTIKAKhadiHerbal100%NaturalParabenFreeAmlaBhringrajShampoo-210ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DRONTIKAKhadiHerbal100%NaturalParabenFreeAmlaBhringrajShampoo-210ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DRONTIKAKhadiHerbal100%NaturalParabenFreeAmlaBhringrajShampoo-210ml_4.jpg,,,,(N),(Y),(N),,,,,Dandruff,Amla,,,Paraben-Free,,"Natural,Herbal",,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075938,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Sustainable Kera-Veda Amplapura Shampoo 200ml,,,190-200 ML,1,Lotus Herbals,265,185,Lotus Herbals Kera-Veda Amplapura Shampoo,,,1,Units,Single,,"RetailNet, Lotus Herbals Color Cosmetics, 80B C, Jharmajri, Baddi, Dist- Solan-173205",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LotusHerbalsSustainableKera-VedaAmplapuraShampoo200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LotusHerbalsSustainableKera-VedaAmplapuraShampoo200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LotusHerbalsSustainableKera-VedaAmplapuraShampoo200ml_3.jpg,,,,,(N),(Y),(N),,,,,Daily Use,Lotus,,,,,,,,,Regular,,Sustainable,Shampoo,,,,,,,,,,,,,
EU00075939,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Kesh-Tone Herbal Neem Reetha Shampoo with Aloevera - 500ml,,,400-500 ML,1,ROCKSIDE KHADI,180,180,Kesh-Tone Herbal Neem Reetha Shampoo with Aloevera,,,1,Units,Single,,"ROCKSIDE RESEARCH LAB, ROCKSIDE RESEARCH LAB B-111, DDA SHED OKHLA INDUSTRIAL AREA PHASE-1 NEW DELHI - 110020",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ROCKSIDEKHADIKesh-ToneHerbalNeemReethaShampoowithAloevera-500ml_1.jpg,,,,,,,(N),(Y),(N),,,,,Dandruff,Neem,,,Herbal,,Herbal,,,,Regular,Normal,Regular,Shampoo and Conditioner,,,,,,,,,,,,,
EU00075940,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Revitalizing Conditioner with Coconut Milk-100ml,,,90-100 ML,1,Medimade,199,174,Revitalizing Conditioner with Coconut Milk,,,1,Units,Single,,"TRIPLE PLAY TECHNOLOGIES PVT. LTD., Manchanda Herbal Products Pvt. Ltd. Plot no 4, Motia Khan, Rani Jhansi Road, New Delhi 110055",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeUnisexRevitalizingConditionerwithCoconutMilk-100ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeUnisexRevitalizingConditionerwithCoconutMilk-100ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeUnisexRevitalizingConditionerwithCoconutMilk-100ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MedimadeUnisexRevitalizingConditionerwithCoconutMilk-100ml_4.jpg,,,,(N),(Y),(N),,,,Unisex,Hair Growth,Coconut,,,Paraben-Free,,,,,,Normal,Normal,Regular,Conditioner,,,,,,,,,,,,,
