Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Colour Shade Name,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Pack Size,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image,Image,Image,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Hair Thickness,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00075893,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Soulfruitleave-In Conditioner 100ml,,,Onesize,1,Happier,625,312,Soulfruit Leave-in Conditioner 100 ml,,,1,Units,Single,,"Happier Life Private Limited, HAPPIER LIFE PVT. LTD.address 409, 22 K.G. Marg, New Delhi-110001, India.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HappierSoulfruitLeave-InConditioner100ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HappierSoulfruitLeave-InConditioner100ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HappierSoulfruitLeave-InConditioner100ml_3.jpg,,,,,(N),(Y),(N),,,,,Heat and Sun Protection,Avacado,,,Paraben-Free,,,,,,Normal,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00075894,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Marshmallow & Bhringraj Anti Hair Fall Shampoo with Neem & Tulsi - 300ml,,,280-300 ML,1,Sirona,449,336,Marshmallow & Bhringraj Anti Hair Fall Shampoo with Neem & Tulsi,,,1,Units,Single,,"Sirona Hygiene Private Limited, Sirona Hygiene Private Limited, Plot No.382, First Floor, 100 Feet Road, Ghitorni, New Delhi - Delhi - 110030",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SironaMarshmallow&BhringrajAntiHairFallShampoowithNeem&Tulsi-300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SironaMarshmallow&BhringrajAntiHairFallShampoowithNeem&Tulsi-300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SironaMarshmallow&BhringrajAntiHairFallShampoowithNeem&Tulsi-300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SironaMarshmallow&BhringrajAntiHairFallShampoowithNeem&Tulsi-300ml_4.jpg,,,,(N),(Y),(N),,,,,Thinning and Hair Fall,Bhringraj,,,Dermatologically Tested,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075895,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Natural Amla Reetha Shikakai & Aloevera Powder Shampoo for Oily Hair - 227 g,,,220-240 ML,1,Havintha,299,299,Natural Amla Reetha Shikakai and Aloevera Powder Shampoo for Oily Hair,,,1,Units,Single,,"Udeep Organic, Udeep Organic, 1222-D, Sudama Nagar, Indore - 452009",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HavinthaNaturalAmlaReethaShikakai&AloeveraPowderShampooforOilyHair-227g_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HavinthaNaturalAmlaReethaShikakai&AloeveraPowderShampooforOilyHair-227g_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HavinthaNaturalAmlaReethaShikakai&AloeveraPowderShampooforOilyHair-227g_3.jpg,,,,,(N),(Y),(N),,,,,Oil Control,Aloe Vera,,,Herbal,Powder,Natural,,,,Oily,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075896,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,HEMP & CHARCOAL SHAMPOO BAR 80g,,,50-80 ML,1,Earth Rhythm,499,299,"Earth Rhythm HEMP & CHARCOAL SHAMPOO BAR has Hemp Seed Oil that contains many fatty acids, proteins, vitamins, 21 amino acids including 9 essential amino acids.
Nutrients that are beneficial and essential to the wellness of the body, especially for skin, hair, and scalp.
Natural Bamboo Charcoal strengthens hair follicles while removing build-up, oils, and pollutants.
Aloe Vera and Coconut Oil moistures hair bringing lustre and shine to every strand.",,,1,Units,Single,,"EARTH RHYTHM PRIVATE LIMITED, Earth Rhythm Private Limited C702 7th Floor Nirvana Courtyard nirvana country, sector 50, 122018 GURGAON, HARYANA",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14EarthRhythmHEMP&CHARCOALSHAMPOOBAR80g_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14EarthRhythmHEMP&CHARCOALSHAMPOOBAR80g_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14EarthRhythmHEMP&CHARCOALSHAMPOOBAR80g_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14EarthRhythmHEMP&CHARCOALSHAMPOOBAR80g_4.jpg,,,,(N),(N),(N),,,,,Damaged,Charcoal,,,Cruelty-Free,"Oil,Bar",Natural,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075897,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,100% Plant Based Natural Hair Detox Dry Shampoo Powder To Improve Hair Texture- 25 g,,,0-50 ML,1,Ktein,350,299,100% Plant Based Natural Hair Detox Dry Shampoo Powder To Improve Hair Texture,,,1,Units,Single,,"Nature Redefine Lifestyle, Saavan Cosmetics,Survey no 153/1/2,lodariyal.sanand,Ahmedabad, Gujarat,382220",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Ktein100%PlantBasedNaturalHairDetoxDryShampooPowderToImproveHairTexture-25g_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Ktein100%PlantBasedNaturalHairDetoxDryShampooPowderToImproveHairTexture-25g_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Ktein100%PlantBasedNaturalHairDetoxDryShampooPowderToImproveHairTexture-25g_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Ktein100%PlantBasedNaturalHairDetoxDryShampooPowderToImproveHairTexture-25g_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Aloe Vera,,,Paraben-Free,Powder,Natural,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075898,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Black Seed & Tea Tree Oil Shampoo - 285ml,Black,,280-300 ML,1,VIA TOKYO ORGANIC,499,299,Black Seed & Tea Tree Oil Shampoo,,,1,Units,Single,,"Billionkart Private Limited, Ayusri Health Products Limited, Mouza Chamrail, NH6, Howrah 711114, India | M. L. No. : CL-1063 M",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14VIATOKYOORGANICBlackSeed&TeaTreeOilShampoo-285ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14VIATOKYOORGANICBlackSeed&TeaTreeOilShampoo-285ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14VIATOKYOORGANICBlackSeed&TeaTreeOilShampoo-285ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14VIATOKYOORGANICBlackSeed&TeaTreeOilShampoo-285ml_4.jpg,,,,(N),(Y),(N),,,,,Dandruff,Tea Tree,,,Paraben-Free,Oil,,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075899,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Green Natural Shikakai Powder for Hair,Green,,220-240 ML,1,Havintha,299,299,Havintha Natural Shikakai Powder for Hair,,,1,Units,Single,,"Udeep Organic, Udeep Organic, 1222-D, Sudama Nagar, Indore - 452009",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HavinthaGreenNaturalShikakaiPowderforHair_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HavinthaGreenNaturalShikakaiPowderforHair_2.jpg,,,,,,(N),(Y),(N),,,,,Dandruff,Shikakai,,,Herbal,Powder,Natural,,,Green,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00075900,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Virgin Coconut Oil Shampoo Bar 80gm,Olive,,50-80 ML,1,Earth Rhythm,447,299,"Virgin Coconut Oil deeply nourishes and moisturizes the hair, prevents hair loss, repairs hair damage, treats scalp conditions, controls dandruff and frizz. It also soothes, relaxes and conditions the scalp.Olive Oil has antioxidants that maintain and promote scalp and hair health. It prevents hair loss and cell damage, improves blood circulation in the scalp and deeply nourishes the hair.Plant Derived Surfactant, An extremely gentle surfactant derived from coconut oil, improves skin hydration, moisture and texture, preventing dryness and irritation.",,,1,Units,Single,,"EARTH RHYTHM PRIVATE LIMITED, Earth Rhythm Private Limited C702 7th Floor Nirvana Courtyard nirvana country, sector 50, 122018 GURGAON, HARYANA",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14EarthRhythmVirginCoconutOilShampooBar80gm_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14EarthRhythmVirginCoconutOilShampooBar80gm_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14EarthRhythmVirginCoconutOilShampooBar80gm_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14EarthRhythmVirginCoconutOilShampooBar80gm_4.jpg,,,,(N),(N),(N),,,,,Daily Use,Coconut,,,Cruelty-Free,"Oil,Bar",,,,,Dull Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075901,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Anti-Frizz Conditioner with Shea Butter & Keratin Protein - 150ml,,,150-180 ML,1,Truthsome.,399,299,Anti-Frizz Conditioner with Shea Butter & Keratin Protein,,,1,Units,Single,,"Supercom Net, CavinKare Pvt. Ltd., No 12 Poonthamalle Road, Ekkathuthangal, Chennai - 600032",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Truthsome.Anti-FrizzConditionerwithSheaButter&KeratinProtein-150ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Truthsome.Anti-FrizzConditionerwithSheaButter&KeratinProtein-150ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Truthsome.Anti-FrizzConditionerwithSheaButter&KeratinProtein-150ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Truthsome.Anti-FrizzConditionerwithSheaButter&KeratinProtein-150ml_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Shea Butter,,,Paraben-Free,Butter,,,,,Normal,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00075902,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Neem & Triphala Hair Cleanser - 50ml,,,0-50 ML,1,OHRIA AYURVEDA,295,295,Neem & Triphala Hair Cleanser,,,1,Units,Single,,"OHRIA AYURVEDA LLP, Ohria Ayurveda LLP. 70/B-17, Block C, Najafgarh Road Industrial Area, New Delhi, Delhi 110028",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14OHRIAAYURVEDANeem&TriphalaHairCleanser-50ml_1.jpg,,,,,,,(N),(Y),(N),,,,,Oil Control,Neem,,,Cruelty-Free,,,,,,Oily,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075903,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Hair Fall Control Conditioner with Vitamin E & Keratin For Nourishment - 250ml,,,240-260 ML,1,SKIVIA,359,287,Hair Fall Control Conditioner with Vitamin E & Keratin For Nourishment,,,1,Units,Single,,"PURPLE PANDA FASHIONS PVT LTD, AG Industries B-55 B-Block,Sector-83 Noida 201305 License No; A-4754/2019",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SKIVIAHairFallControlConditionerwithVitaminE&KeratinForNourishment-250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SKIVIAHairFallControlConditionerwithVitaminE&KeratinForNourishment-250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SKIVIAHairFallControlConditionerwithVitaminE&KeratinForNourishment-250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SKIVIAHairFallControlConditionerwithVitaminE&KeratinForNourishment-250ml_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Tea Tree,,,Paraben-Free,,Vitamin E,,,,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00075904,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Anti Hairfall Conditioner with Bhringraj & Bamboo Extract - 150ml,,,150-180 ML,1,Truthsome.,399,299,Anti Hairfall Conditioner with Bhringraj & Bamboo Extract,,,1,Units,Single,,"Supercom Net, CavinKare Pvt. Ltd., No 12 Poonthamalle Road, Ekkathuthangal, Chennai - 600032",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Truthsome.AntiHairfallConditionerwithBhringraj&BambooExtract-150ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Truthsome.AntiHairfallConditionerwithBhringraj&BambooExtract-150ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Truthsome.AntiHairfallConditionerwithBhringraj&BambooExtract-150ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14Truthsome.AntiHairfallConditionerwithBhringraj&BambooExtract-150ml_4.jpg,,,,(N),(Y),(N),,,,,Thinning and Hair Fall,Bhringraj,,,Paraben-Free,,,,,,Normal,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00075905,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Himalayan Rose Conditioner 300ml,,,280-300 ML,1,WOW SKIN SCIENCE,449,359,Himalayan Rose Conditioner,,,1,Units,Single,,"Body Cupid Cosmetics Private Limited, Kapco International Ltd",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WOWSKINSCIENCEHimalayanRoseConditioner300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WOWSKINSCIENCEHimalayanRoseConditioner300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WOWSKINSCIENCEHimalayanRoseConditioner300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WOWSKINSCIENCEHimalayanRoseConditioner300ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Rose,,,,,,,,,Regular,,Regular,Conditioner,,,,,,,,,,,,,
EU00075906,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,StBotanica Go Colored Shampoo 200ml,,,190-200 ML,1,St.Botanica,475,342,Go Colored Shampoo 200ml,,,1,Units,Single,,"ST BOTANICA BEAUTY PRIVATE LIMITED, Vedic Cosmeceuticals Pvt Ltd., B-31, Sector -85 Noida, Noida, U.P - 201301",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14St.BotanicaStBotanicaGoColoredShampoo200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14St.BotanicaStBotanicaGoColoredShampoo200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14St.BotanicaStBotanicaGoColoredShampoo200ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14St.BotanicaStBotanicaGoColoredShampoo200ml_4.jpg,,,,(N),(Y),(N),,,,,Dry Scalp,Castor Oil,,,SLS-Free,,,,,,Coloured Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075907,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Vodka Orange Shampoo 200gm,Orange,Orange,200-220 ML,1,LAVAL,550,275,Vodka Orange Shampoo 200gm,,,1,Units,Single,,"AVA skincare pvt ltd, EARTH AND AYURVEDA, NILOTHI EXTENSION, DELHI-110041",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LAVALVodkaOrangeShampoo200gm_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LAVALVodkaOrangeShampoo200gm_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LAVALVodkaOrangeShampoo200gm_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LAVALVodkaOrangeShampoo200gm_4.jpg,,,,(N),(Y),(N),,,,,Thinning and Hair Fall,Apple Cider Vinegar,,,Cruelty-Free,,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075908,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Glamvedas Unisex Curly Hair Expert Damage Repair & Anti Frizz Conditioner,"Green,Lavender",,280-300 ML,1,GLAMVEDA,450,270,"If voluminous curly hair is your defining characteristics then Glamvedas Curly hair expert is the Conditioner for you. The conditioner is specially designed to meet the special needs of your beautiful curls. Being more prone to damage, curly hair requires special attention and care. They need more conditioning as they are dry and need greater moisturisation.. Made with precious Indian herbs like Hibiscus, rosemary, lavender oil, green tea, wheat germ oil & fenugreek; the conditioner leaves the hair nourished, fragrant and soft, strong, controlling the hair fall & deeply conditioning them.",,,1,Units,Single,,"Glamveda, Glyph Formulations, Plot No-31, Phase-1 Industrial Area Ansarpur Terrace (HP)- 176512",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GLAMVEDAGlamvedasUnisexCurlyHairExpertDamageRepair&AntiFrizzConditioner_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GLAMVEDAGlamvedasUnisexCurlyHairExpertDamageRepair&AntiFrizzConditioner_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GLAMVEDAGlamvedasUnisexCurlyHairExpertDamageRepair&AntiFrizzConditioner_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GLAMVEDAGlamvedasUnisexCurlyHairExpertDamageRepair&AntiFrizzConditioner_4.jpg,,,,(N),(Y),(N),,,,Unisex,Damaged,Green Tea,,,SLS-Free,Oil,,,,Green,Damaged Hair,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00075909,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Set of 2 Advanced Hair Care Solutionlively Clean Shampoo,,,Pack,1,Pantene,489,366,Set of 2 Advanced Hair Care Solution Lively Clean Shampoo,,,2,Units,Bundle,,"Supercom Net, Procter & Gamble, P&G Plaza, Cardinal Gracious Road, Andheri, 400099, Mumbai Maharashtra",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneSetof2AdvancedHairCareSolutionLivelyCleanShampoo_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneSetof2AdvancedHairCareSolutionLivelyCleanShampoo_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneSetof2AdvancedHairCareSolutionLivelyCleanShampoo_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneSetof2AdvancedHairCareSolutionLivelyCleanShampoo_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,,,,,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075910,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Apple Cider Vinegar Shampoo - 300ml,,,280-300 ML,1,Fantraa,499,299,Apple Cider Vinegar Shampoo,,,1,Units,Single,,"ZELIXON LIFESTYLE PRIVATE LIMITED, Solvoraxxa Cosmetics Limited, Changodar, Ahmedabad 382213",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FantraaAppleCiderVinegarShampoo-300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FantraaAppleCiderVinegarShampoo-300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FantraaAppleCiderVinegarShampoo-300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FantraaAppleCiderVinegarShampoo-300ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Apple Cider Vinegar,,,Dermatologically Tested,,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075911,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Fixderma Bioteez-S Sulphate & Paraben Free Anti Dandruff Shampoo - 75ml,,,50-80 ML,1,FIXDERMA,270,256,Bioteez-S Anti Dandruff Shampoo with Chitosan,,,1,Units,Single,,"Fixderma India Pvt. Ltd., Fixderma India Pvt. Ltd., F-170, E.P.I.P. Zone, Neemrana, Distt. Alwar, Rajasthan-301705, India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FIXDERMAFixdermaBioteez-SSulphate&ParabenFreeAntiDandruffShampoo-75ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FIXDERMAFixdermaBioteez-SSulphate&ParabenFreeAntiDandruffShampoo-75ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FIXDERMAFixdermaBioteez-SSulphate&ParabenFreeAntiDandruffShampoo-75ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FIXDERMAFixdermaBioteez-SSulphate&ParabenFreeAntiDandruffShampoo-75ml_4.jpg,,,,(N),(Y),(N),,,,,Dandruff,,,,Cruelty-Free,,,,,,Dry Hair,Fine,Regular,Shampoo,,,,,,,,,,,,,
EU00075912,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Handmades Natural Amla & Bhringraj Hair Cleanser Shampoo - 210ml,,,200-220 ML,1,Hasthkar,270,270,Handmades Natural Amla & Bhringraj Hair Cleanser Shampoo,,,1,Units,Single,,"Pure Natural Products Private Limited, Pure Natural Products Private Limited SCF 1073-74 1st Floor Huda Market Sector 21B Faridabad 121001",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HasthkarHandmadesNaturalAmla&BhringrajHairCleanserShampoo-210ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HasthkarHandmadesNaturalAmla&BhringrajHairCleanserShampoo-210ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HasthkarHandmadesNaturalAmla&BhringrajHairCleanserShampoo-210ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HasthkarHandmadesNaturalAmla&BhringrajHairCleanserShampoo-210ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Amla,,,Natural,,Natural,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075913,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Almond Intense Nourishment Shampoo with Milk Extracts - 650ml,,,600 ML & Above,1,Dabur,450,337,Almond Intense Nourishment Shampoo with Milk Extracts,,,1,Units,Single,,"Supercom Net, (Unit 2), Integrated Industrial Estate, Plot No. 4, Sector 2, Pantnagar, Distt. Udham Singh Nagar, Uttarakhand 263146",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DaburAlmondIntenseNourishmentShampoowithMilkExtracts-650ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DaburAlmondIntenseNourishmentShampoowithMilkExtracts-650ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DaburAlmondIntenseNourishmentShampoowithMilkExtracts-650ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DaburAlmondIntenseNourishmentShampoowithMilkExtracts-650ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,"Milk,Almond",,,,,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075914,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,"Red Onion Black Seed Oil Shampoo Helps Strengthen, Soften and Restore Shine, 300ml","Red,Black",,280-300 ML,1,Spantra,499,249,"Red Onion Black Seed Oil Shampoo Helps Strengthen, Soften and Restore Shine",,,1,Units,Single,,"GLIDE ROUTE VENTURES - SJIT, NS Links Trade Space 912, Office No.303, 3 floor, Above brand factory, Pleasant Park, Mira Road-401107",India,,,,,(N),(N),,"https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SpantraRedOnionBlackSeedOilShampooHelpsStrengthen,SoftenandRestoreShine,300ml_1.jpg","https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SpantraRedOnionBlackSeedOilShampooHelpsStrengthen,SoftenandRestoreShine,300ml_2.jpg","https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SpantraRedOnionBlackSeedOilShampooHelpsStrengthen,SoftenandRestoreShine,300ml_3.jpg",,,,,(N),(Y),(N),,,,,Daily Use,Onion,,,Paraben-Free,Oil,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00075915,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Growth Protein Conditioning Shampoo - 225ml,,,190-200 ML,1,Bella Vita Organic,349,244,Bella Vita Organic Unisex Growth Protein Conditioning Shampoo - 225 ml,,,1,Units,Single,,"IDAM NATURAL WELLNESS PRIVATE LIMITED, IDAM Nautral Wellness Pvt. Ltd. 351, First Floor, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122008",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BellaVitaOrganicUnisexGrowthProteinConditioningShampoo-225ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BellaVitaOrganicUnisexGrowthProteinConditioningShampoo-225ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BellaVitaOrganicUnisexGrowthProteinConditioningShampoo-225ml_3.jpg,,,,,(N),(Y),(N),,,,Unisex,Hair Growth,Onion,,,Paraben-Free,,Organic,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
