L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Specification,From The Brand,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Cream Of Tartar, 50 g","All-natural ingredient essential to bakers
Stabilises beat egg whites resulting in light and fluffy desserts
For angel food cake, meringue shells, meringue for pies & 7-minute frostings 
Use to make your own baking powder 
A pinch helps prevent homemade whipped cream from deflating
It prevents the crystallization of sugar and gives volume to your preparations.
Cream of tartar is a fine white powder with many culinary applications. It is an acid and it is often used as a major component in baking powder, combined with baking soda to react when the mixture is moistened to ensure that goods will rise well. An indispensable ingredient in baking, cream of tartar when combined with baking soda and water acts as a leavening agent in cakes, quick breads and souffles. Cream of tartar is used in some soft drinks, candies, bakery products, gelatine desserts, and many more. In cooking, cream of tartar is used to give a creamier texture to icings and candy and to add volume and stability to egg whites in baking. weight: 50g, vegetarian",50 g,g,50 g,1,1,85,85,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065108585'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205850_1-puramate-cream-of-tartar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205850-2_1-puramate-cream-of-tartar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205850-3_1-puramate-cream-of-tartar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205850-4_1-puramate-cream-of-tartar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205850-5_1-puramate-cream-of-tartar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205850-6_1-puramate-cream-of-tartar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Essential baking ingredient used for its anti-caking, anti-crystallizing, and thickening properties
For meringues, soufflÇ©s, angel food cake, frosting, candies, sugar syrups, winemaking, jam and jelly and other baked goods and dessert
Commonly used for stabilizing egg whites and meringues, soufflÇ©s, angel food cake, frosting, candies, sugar syrups, winemaking, jam and jelly and other baked goods and desserts their heat tolerance, preventing sugar syrups from crystallising, to help vegetables keep their colour during steaming or boiling, boosting citrus flavours in baked goods","['EAN Code: 8907065108585', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,Cream Of TarTar,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Culinary Essence - Almond, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['40211311'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211311_1-puramate-culinary-essence-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211311-2_1-puramate-culinary-essence-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211311-3_1-puramate-culinary-essence-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211311-4_1-puramate-culinary-essence-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211311-5_1-puramate-culinary-essence-almond.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Superior colouring strength over any other food colour. This Essence can mix easily with your food.
This Culinary Essence provides effective food flavours at its finest.","['EAN Code: 40211311', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances, Food Flavours For Sweets, Syrups, Jams, Ice Creams etc.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Culinary Essence - Butter Scotch, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['40211309'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211309_1-puramate-culinary-essence-butter-scotch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211309-2_1-puramate-culinary-essence-butter-scotch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211309-3_1-puramate-culinary-essence-butter-scotch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211309-4_1-puramate-culinary-essence-butter-scotch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211309-5_1-puramate-culinary-essence-butter-scotch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Superior colouring strength over any other food colour. This Essence can mix easily with your food.
This Culinary Essence provides effective food flavours at its finest.","['EAN Code: 40211309', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances, Food Flavours For Sweets, Syrups, Jams, Ice Creams etc.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Culinary Essence - Coconut, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['40211315'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211315_1-puramate-culinary-essence-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211315-2_1-puramate-culinary-essence-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211315-3_1-puramate-culinary-essence-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211315-4_1-puramate-culinary-essence-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211315-5_1-puramate-culinary-essence-coconut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Superior colouring strength over any other food colour. This Essence can mix easily with your food.
This Culinary Essence provides effective food flavours at its finest.","['EAN Code: 40211315', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances, Food Flavours For Sweets, Syrups, Jams, Ice Creams etc.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Culinary Essence - Ice Cream, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['40211317'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211317_1-puramate-culinary-essence-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211317-2_1-puramate-culinary-essence-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211317-3_1-puramate-culinary-essence-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211317-4_1-puramate-culinary-essence-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211317-5_1-puramate-culinary-essence-ice-cream.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Superior colouring strength over any other food colour. This Essence can mix easily with your food.
This Culinary Essence provides effective food flavours at its finest.","['EAN Code: 40211317', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances, Food Flavours For Sweets, Syrups, Jams, Ice Creams etc.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Culinary Essence - Khus, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['40211304'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211304_1-puramate-culinary-essence-khus.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211304-2_1-puramate-culinary-essence-khus.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211304-3_1-puramate-culinary-essence-khus.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211304-4_1-puramate-culinary-essence-khus.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211304-5_1-puramate-culinary-essence-khus.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Superior colouring strength over any other food colour. This Essence can mix easily with your food.
This Culinary Essence provides effective food flavours at its finest.","['EAN Code: 40211304', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances, Food Flavours For Sweets, Syrups, Jams, Ice Creams etc.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Culinary Essence - Lemon, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['40211307'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211307_1-puramate-culinary-essence-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211307-2_1-puramate-culinary-essence-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211307-3_1-puramate-culinary-essence-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211307-4_1-puramate-culinary-essence-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211307-5_1-puramate-culinary-essence-lemon.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Superior colouring strength over any other food colour. This Essence can mix easily with your food.
This Culinary Essence provides effective food flavours at its finest.","['EAN Code: 40211307', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances, Food Flavours For Sweets, Syrups, Jams, Ice Creams etc.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Culinary Essence - Mango, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['40211316'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211316_1-puramate-culinary-essence-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211316-2_1-puramate-culinary-essence-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211316-3_1-puramate-culinary-essence-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211316-4_1-puramate-culinary-essence-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211316-5_1-puramate-culinary-essence-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Superior colouring strength over any other food colour. This Essence can mix easily with your food.
This Culinary Essence provides effective food flavours at its finest.","['EAN Code: 40211316', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances, Food Flavours For Sweets, Syrups, Jams, Ice Creams etc.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Culinary Essence - Orange, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['40211306'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211306_1-puramate-culinary-essence-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211306-2_1-puramate-culinary-essence-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211306-3_1-puramate-culinary-essence-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211306-4_1-puramate-culinary-essence-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211306-5_1-puramate-culinary-essence-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Superior colouring strength over any other food colour. This Essence can mix easily with your food.
This Culinary Essence provides effective food flavours at its finest.","['EAN Code: 40211306', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances, Food Flavours For Sweets, Syrups, Jams, Ice Creams etc.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Culinary Essence - Pineapple, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['40211305'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211305_1-puramate-culinary-essence-pineapple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211305-2_1-puramate-culinary-essence-pineapple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211305-3_1-puramate-culinary-essence-pineapple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211305-4_1-puramate-culinary-essence-pineapple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211305-5_1-puramate-culinary-essence-pineapple.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Superior colouring strength over any other food colour. This Essence can mix easily with your food.
This Culinary Essence provides effective food flavours at its finest.","['EAN Code: 40211305', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances, Food Flavours For Sweets, Syrups, Jams, Ice Creams etc.",-,-,-,-
