L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Specification,From The Brand,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cocoacraft,"Cocoacraft Organic 85% Bitter Dark Chocolate Couverture - Artisanal, Pure, 210 g","This is a piece of great news for all chocolate lovers. Cocoacraft presents you with a bitter 85% Organic Dark Chocolate bar for the serious chocolate lover. Cocoacrafts cocoa beans are handpicked from plantations in Kerala and then fermented, dried, and processed naturally into fine chocolate. We take great care to bring out the natural flavour of the cocoa by extended conching. It has no preservatives, no artificial flavouring and no hydrogenated oils.",210 g,g,210 g,1,1,520,520,"Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road,Kombara, Ernakulam-682018..",India,['8906125660544'],['11316007001145'],https://datalabs.siva3.io/image/Eunimart_groceries_40267389_2-cocoacraft-organic-85-bitter-dark-chocolate-couverture-artisanal-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267389-2_2-cocoacraft-organic-85-bitter-dark-chocolate-couverture-artisanal-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267389-3_2-cocoacraft-organic-85-bitter-dark-chocolate-couverture-artisanal-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267389-4_2-cocoacraft-organic-85-bitter-dark-chocolate-couverture-artisanal-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267389-5_2-cocoacraft-organic-85-bitter-dark-chocolate-couverture-artisanal-pure.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906125660544', 'Manufactured & Marketed by:Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road,Kombara, Ernakulam-682018..', 'Fssai details:11316007001145', 'Country of Origin: India', 'Best before 02-09-2023', '","Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road,Kombara, Ernakulam-682018..",-,-,-,"Organic Cocoa Beans, Partially Defatted Organic Cocoa Mass, Natural Vanilla Extract.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cocoacraft,"Cocoacraft Organic 99.5% Extra Bitter Dark Chocolate Couverture - Artisanal, Pure, 210 g","Cocoacraft comes bearing gifts for all the chocolate lovers, an extra bitter 99.5% organic Extra Bitter Dark Chocolate for the serious chocolate lover. Cocoacrafts cocoa beans are handpicked from plantations in Kerala and then fermented, dried, and processed naturally into fine chocolate. We take great care to bring out the natural flavour of the cocoa by extended conching. It has no preservatives, no artificial flavouring, and no hydrogenated oils.",210 g,g,210 g,1,1,520,520,"Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road,Kombara, Ernakulam-682018..",India,['8906125660537'],['11316007001145'],https://datalabs.siva3.io/image/Eunimart_groceries_40267388_2-cocoacraft-organic-995-extra-bitter-dark-chocolate-couverture-artisanal-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267388-2_2-cocoacraft-organic-995-extra-bitter-dark-chocolate-couverture-artisanal-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267388-3_2-cocoacraft-organic-995-extra-bitter-dark-chocolate-couverture-artisanal-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267388-4_2-cocoacraft-organic-995-extra-bitter-dark-chocolate-couverture-artisanal-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267388-5_2-cocoacraft-organic-995-extra-bitter-dark-chocolate-couverture-artisanal-pure.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906125660537', 'Manufactured & Marketed by:Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road,Kombara, Ernakulam-682018..', 'Fssai details:11316007001145', 'Country of Origin: India', 'Best before 02-09-2023', '","Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road,Kombara, Ernakulam-682018..",-,-,-,"Organic Cocoa Beans, Partially Defatted Organic Cocoa Mass,Natural Vanilla Extract.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cocoacraft,"Cocoacraft Rich & Dark Cocoa Powder - 20-22% Cocoa Butter, 50 g","These cocoa powder are made from well fermented single origin cocoa beans. These are hygienically packed through the Dutch process and are unsweetened which is an indication of its authenticity. They are ideal for baking purposes or you can rake up your favourite chocolate drinks with it.Cocoacraft's cocoa powder is made from well-fermented single-origin beans. It contains 20-22% cocoa butter. The Dutch process adds a rich, dark colour and flavour that is perfect for desserts and cakes. It is rich in flavonoids and other antioxidants. Cocoacrafts cocoa beans are handpicked from plantations in Kerala, then fermented, dried and processed naturally into fine chocolate. We take great care to bring out the natural flavour of the cocoa by extended conching. weight: 50g, 100% natural, vegetarian, storage: store at a cool and dry place",50 g,g,50 g,1,1,100,100,"Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road, Kochi-682018. Ph-0484-4049057/2390057",India,['8906125661145'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40042251_3-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40042251-2_2-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40042251-3_1-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40042251-4_1-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40042251-5_1-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You can make Dark Chocolate Cake, Hot Chocolate Drink. Recipes are mentioned on the pack.","['EAN Code: 8906125661145', 'Country of origin: India', 'Manufactured by: Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road, Kochi-682018. Ph-0484-4049057/2390057', 'Best before 02-09-2023', '",-,-,-,-,"Cocoa Press Cake, Ethyl Vanillin, Emulsifier no preservatives, allergen info: Milk may contain",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cocoacraft,"Cocoacraft Rich & Dark Cocoa Powder - 20-22% Cocoa Butter, 50 g","These cocoa powder are made from well fermented single origin cocoa beans. These are hygienically packed through the Dutch process and are unsweetened which is an indication of its authenticity. They are ideal for baking purposes or you can rake up your favourite chocolate drinks with it.Cocoacraft's cocoa powder is made from well-fermented single-origin beans. It contains 20-22% cocoa butter. The Dutch process adds a rich, dark colour and flavour that is perfect for desserts and cakes. It is rich in flavonoids and other antioxidants. Cocoacrafts cocoa beans are handpicked from plantations in Kerala, then fermented, dried and processed naturally into fine chocolate. We take great care to bring out the natural flavour of the cocoa by extended conching. weight: 50g, 100% natural, vegetarian, storage: store at a cool and dry place",50 g,g,50 g,1,1,100,100,"Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road, Kochi-682018. Ph-0484-4049057/2390057",India,['8906125661145'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40042251_3-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40042251-2_2-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40042251-3_1-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40042251-4_1-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40042251-5_1-cocoacraft-powder-rich-dark-cocoa-20-22-cocoa-butter.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You can make Dark Chocolate Cake, Hot Chocolate Drink. Recipes are mentioned on the pack.","['EAN Code: 8906125661145', 'Country of origin: India', 'Manufactured by: Kuruvilla & Sons, Ground Floor, Katticaran Chambers, Old Railway Station Road, Kochi-682018. Ph-0484-4049057/2390057', 'Best before 02-09-2023', '",-,-,-,-,"Cocoa Press Cake, Ethyl Vanillin, Emulsifier no preservatives, allergen info: Milk may contain",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cocosutra,"Cocosutra Cookie Dough Mix - Chunky Chocolate Chip + Fudgy Brownie (220 g each), Combo 2 Items","Cocosutra Cookie Dough Mix - Chunky Chocolate Chip 220 g
Cocosutra is a Bangalore based venture specialised in providing superior quality products at your doorstep service. Cocosutra Cookie Dough Mix comes in different flavours to choose from. It allows cookie lovers to enjoy freshly baked cookies in just 15 minutes. The crunchy exterior holds chewy cookies bursting with notes of caramel bursting with melting chocolate. This mix is an easy prep followed by a heavenly aroma in baking. Cocosutra offers cookies packed with healthful ingredients that will reward you with easy and tasty treats.

Cocosutra Cookie Dough Mix - Fudgy Brownie 220 g
Cocosutra is a Bangalore based venture specialised in providing superior quality products at your doorstep service. Cocosutra Cookie Dough Mix comes in different flavours to choose from. It allows cookie lovers to enjoy freshly baked cookies in just 15 minutes. A perfect marriage between a chewy chocolate cookie and a rich fudgy brownie. This mix is an easy prep followed by a heavenly aroma in baking. Cocosutra offers cookies packed with healthful ingredients that will reward you with a brownie fudge.",Combo 2 Items,Combo Items,Combo 2 Items,2,1,400,314,"WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077",India,['1220652'],['11217334000941'],https://datalabs.siva3.io/image/Eunimart_groceries_220652_2-cocosutra-cookie-dough-mix-chunky-chocolate-chip-fudgy-brownie-220-g-each.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_220652-2_1-cocosutra-cookie-dough-mix-chunky-chocolate-chip-fudgy-brownie-220-g-each.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1220652', 'FSSAI No: 11217334000941', 'Manufactured & Marketed by: WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077', 'Country of origin: India', 'Best before 01-06-2023', '","WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077",-,-,-,"Cocosutra Cookie Dough Mix - Chunky Chocolate Chip 220 g
Refined Wheat Flour, Brown Sugar, Sugar, Dark Chocolate, Cocoa Butter, Baking Soda, Salt, Vanilla
Cocosutra Cookie Dough Mix - Fudgy Brownie 220 g
Refined Wheat Flour, Sugar, Cocoa Powder, Baking Soda, Salt, Vanilla",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cocosutra,"Cocosutra Cookie Dough Mix - Espresso Chocolate Chunk, 220 g",Cocosutra is a Bangalore based venture specialised in providing superior quality products at your doorstep service. Cocosutra Cookie Dough Mix comes in different flavours to choose from. It allows cookie lovers to enjoy freshly baked cookies in just 15 minutes. The crunchy exterior holds chewy cookies bursting with notes of caramel bursting with melting chocolate. This mix is an easy prep followed by a heavenly aroma in baking. Cocosutra offers cookies packed with healthful ingredients that will reward you with easy and tasty treats.,220 g,g,220 g,1,1,200,190,"WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077",India,['8906069010177'],['11217334000941'],https://datalabs.siva3.io/image/Eunimart_groceries_40229004_1-cocosutra-cookie-dough-mix-espresso-chocolate-chunk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229004-2_4-cocosutra-cookie-dough-mix-espresso-chocolate-chunk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229004-3_1-cocosutra-cookie-dough-mix-espresso-chocolate-chunk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229004-4_1-cocosutra-cookie-dough-mix-espresso-chocolate-chunk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229004-5_1-cocosutra-cookie-dough-mix-espresso-chocolate-chunk.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906069010177', 'FSSAI No: 11217334000941', 'Manufactured & Marketed by: WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077', 'Country of origin: India', 'Best before 01-06-2023', '","WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077",-,-,-,"Refined Wheat Flour, Brown Sugar, Sugar, Dark Chocolate, Cocoa Butter, Baking Soda, Salt, Vanilla",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cocosutra,"Cocosutra Cookie Dough Mix - Fudgy Brownie, 220 g",Cocosutra is a Bangalore based venture specialised in providing superior quality products at your doorstep service. Cocosutra Cookie Dough Mix comes in different flavours to choose from. It allows cookie lovers to enjoy freshly baked cookies in just 15 minutes. A perfect marriage between a chewy chocolate cookie and a rich fudgy brownie. This mix is an easy prep followed by a heavenly aroma in baking. Cocosutra offers cookies packed with healthful ingredients that will reward you with a brownie fudge.,220 g,g,220 g,1,1,200,156,"WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077",India,['40229002'],['11217334000941'],https://datalabs.siva3.io/image/Eunimart_groceries_40229002_1-cocosutra-cookie-dough-mix-fudgy-brownie.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229002-2_4-cocosutra-cookie-dough-mix-fudgy-brownie.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229002-3_1-cocosutra-cookie-dough-mix-fudgy-brownie.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229002-4_1-cocosutra-cookie-dough-mix-fudgy-brownie.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229002-5_1-cocosutra-cookie-dough-mix-fudgy-brownie.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40229002', 'FSSAI No: 11217334000941', 'Manufactured & Marketed by: WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077', 'Country of origin: India', 'Best before 01-06-2023', '","WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077",-,-,-,"Refined Wheat Flour, Sugar, Cocoa Powder, Baking Soda, Salt, Vanilla",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cocosutra,"Cocosutra Treats Combo - Hot Chocolate (2x100 g eah) + Cookie Dough Mix (2x220 g each), Combo 4 Items","Cocosutra Hot Chocolate - Swiss Vanilla 100 g
This drink will bring you joy! A scintillating chocolaty blend of aromatic cocoa and rich chocolate is infused with pure vanilla to round up this comfort in a cup. Piping hot or ice-cold, get set for instant gratification with velvety smooth, European style gourmet drinking chocolate.

Cocosutra Hot Chocolate - Caramel 100 g
This drink will bring you joy! Add a luxurious touch to your special occasions with this decadent blend of aromatic cocoa, rich chocolate and golden caramel. Piping hot or ice cold, get set for instant gratification with velvety smooth, European style gourmet drinking chocolate.
Cocosutra Cookie Dough Mix - Chunky Chocolate Chip 220 g
Cocosutra is a Bangalore based venture specialised in providing superior quality products at your doorstep service. Cocosutra Cookie Dough Mix comes in different flavours to choose from. It allows cookie lovers to enjoy freshly baked cookies in just 15 minutes. The crunchy exterior holds chewy cookies bursting with notes of caramel bursting with melting chocolate. This mix is an easy prep followed by a heavenly aroma in baking. Cocosutra offers cookies packed with healthful ingredients that will reward you with easy and tasty treats.

Cocosutra Cookie Dough Mix - Fudgy Brownie 220 g
Cocosutra is a Bangalore based venture specialised in providing superior quality products at your doorstep service. Cocosutra Cookie Dough Mix comes in different flavours to choose from. It allows cookie lovers to enjoy freshly baked cookies in just 15 minutes. A perfect marriage between a chewy chocolate cookie and a rich fudgy brownie. This mix is an easy prep followed by a heavenly aroma in baking. Cocosutra offers cookies packed with healthful ingredients that will reward you with a brownie fudge.",Combo 4 Items,Combo Items,Combo 4 Items,4,1,640,521.6,"WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077",India,['1220654'],['11217334000941'],https://datalabs.siva3.io/image/Eunimart_groceries_220654_2-cocosutra-treats-combo-hot-chocolate-2x100-g-eah-cookie-dough-mix-2x220-g-each.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_220654-2_1-cocosutra-treats-combo-hot-chocolate-2x100-g-eah-cookie-dough-mix-2x220-g-each.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cocosutra Hot Chocolate - Swiss Vanilla 100 g
Mix two tablespoons of Cocosutras Hot Chocolate into a cup of piping hot or ice cold milk and get set for instant gratification.
Cocosutra Hot Chocolate - Caramel 100 g
Mix two tablespoons of cocosutras hot chocolate into a cup of piping hot or ice-cold milk and get set for instant gratification.

Cocosutra Cookie Dough Mix - Chunky Chocolate Chip 220 g

Cocosutra Cookie Dough Mix - Fudgy Brownie 220 g","['EAN Code: 1220654', 'FSSAI No: 11217334000941', 'Manufactured & Marketed by: WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077', 'Country of origin: India', 'Best before 01-06-2023', '","WILD CHILD ENTERPRISES PRIVATE LIMITED, No.164, Phase 2,Classic orchards,Bannerghatta Road,Bengaluru (Bangalore) Urban, Karnataka,560077",-,-,-,"Cocosutra Hot Chocolate - Swiss Vanilla 100 g
Dark Chocolate (Cocoa, Cocoa Butter, Sugar, Soy Lecithin), Sugar, Cocoa Powder, Corn Starch, Vanilla, Salt
Cocosutra Hot Chocolate - Caramel 100 g
Dark Chocolate (Cocoa, Cocoa Butter, Sugar, Soy Lecithin), Sugar, Cocoa Powder, Corn Starch, Butterscotch, Salt
Cocosutra Cookie Dough Mix - Chunky Chocolate Chip 220 g
Refined Wheat Flour, Brown Sugar, Sugar, Dark Chocolate, Cocoa Butter, Baking Soda, Salt, Vanilla
Cocosutra Cookie Dough Mix - Fudgy Brownie 220 g
Refined Wheat Flour, Sugar, Cocoa Powder, Baking Soda, Salt, Vanilla",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Colourmist,"Colourmist Aroma Red Velvet, 200 g","Colourmist liquid food colour range is made of the best quality food colour. It can Be Used with Icings, Fondant & Gum paste Flowers, Dough Mixes And Other Food Products Allowed To Be Coloured. It's a Multipurpose liquid food colour.",200 g,g,200 g,1,1,180,180,BAKERSVILLE GLOBAL 74 S.K. 1 COMPOUND Gram Lasudia Mori Dewas Naka Indore MP 452010.,India,['8907065053281'],['10013026000510'],https://datalabs.siva3.io/image/Eunimart_groceries_40207531_1-colourmist-aroma-red-velvet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207531-2_1-colourmist-aroma-red-velvet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207531-3_1-colourmist-aroma-red-velvet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207531-4_1-colourmist-aroma-red-velvet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207531-5_1-colourmist-aroma-red-velvet.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Add to cakes, cookies, puddings, kheer or even oatmeal.
Decorate frozen desserts with these, only limited by your imagination.","['EAN Code: 8907065053281', 'Country Of Origin: India', 'FSSAI Number: 10013026000510', 'Manufacturer Name & : BAKERSVILLE GLOBAL 74 S.K. 1 COMPOUND Gram Lasudia Mori Dewas Naka Indore MP 452010.', 'Marketed by: Bakersville India Pvt. Ltd. WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road.', 'Best Before __PSL__ from the date of delivery', '","Bakersville India Pvt. Ltd. WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road.",-,-,-,"DM Water,
Potassium Sorbate,
Propylene Glycol,
Glycerine,
Sorbitol,
Xanthan Gum,
Synthetic Food Colour (E122).
Red Velvet Flavour.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Confect,"Confect Ivory Sugar Paste - Professional Choice, For Cake Art, 250 g","Unlike other fondants available, Confect sugar paste is known for the fact that it does not tear at the seams, making it extremely easy to give your cakes a smooth sleek finish. This is key when you drape your cakes, Confect gives you time to work on draping and ensuring that all sides of the cake are covered evenly. Confect sugar paste doesnt get crabs when rolled out or draped on cakes, it has a great elasticity to be able to handle the weight of additional decorations that are put on cakes without cracking or tearing. Get one today!",250 g,g,250 g,1,1,200,200,"G's Patisserie, D 10/1, Okhla Phase 2, New Delhi 110020.",India,['40266636'],['13319010000475'],https://datalabs.siva3.io/image/Eunimart_groceries_40266636_1-confect-ivory-sugar-paste-professional-choice-for-cake-art.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266636-2_1-confect-ivory-sugar-paste-professional-choice-for-cake-art.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266636-3_1-confect-ivory-sugar-paste-professional-choice-for-cake-art.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266636-4_1-confect-ivory-sugar-paste-professional-choice-for-cake-art.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266636-5_1-confect-ivory-sugar-paste-professional-choice-for-cake-art.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266636-6_1-confect-ivory-sugar-paste-professional-choice-for-cake-art.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266636-7_1-confect-ivory-sugar-paste-professional-choice-for-cake-art.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266636-8_1-confect-ivory-sugar-paste-professional-choice-for-cake-art.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266636-9_1-confect-ivory-sugar-paste-professional-choice-for-cake-art.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40266636', ""Manufactured & marketed by:G's Patisserie, D 10/1, Okhla Phase 2, New Delhi 110020."", 'Fssai details:13319010000475', 'Country of Origin: India', 'Best before 29-10-2023', '","G's Patisserie, D 10/1, Okhla Phase 2, New Delhi 110020.",-,-,-,"Sugar, Glucose Syrup, Water, Modified Corn Starch, Vegetable Shortening, Solvent (Glycerol E422), Thickener (CMC E466), Preservative (Potassium Sorbate E202), Colors, Artificial Vanilla Flavour.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cure By Design,"Cure By Design Hemp Protein Powder - All Essential Amino Acids, Gluten-free, 450 g","The Cure by Design Hemp Protein is an excellent option for individuals who want to add more protein to their diet while avoiding animal products. This pack of plant-based protein is a complete protein, meaning it contains all nine essential amino acids that the human body needs but cannot produce. Add it to your favourite smoothies and shakes to enjoy the heavenly earthy and nutty flavours of this Hemp Protein. It not only provides protein but also a good amount of fibre and the best part is that this protein powder is easily digestible. Explore the wide range of nutritious food and beauty care products at Care by Design only on Big Basket.",450 g,g,450 g,1,1,950,950,"Icahro (OPC) Pvt Ltd PRESTIGE CLARKEWOODS, opp. Richards Park, Richards Town, Bengaluru, Karnataka 560005",India,['8902542035489'],['21220189000239'],https://datalabs.siva3.io/image/Eunimart_groceries_40247812_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247812-2_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247812-3_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247812-4_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247812-5_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247812-6_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247812-7_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247812-8_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Blend with water or milk or add it to your smoothies and shakes.
2. It can be used as a gluten-free flour for baking bread, cookies etc.","['EAN Code: 8902542035489', 'FSSAI No: 21220189000239', 'Manufactured & Marketed by: Icahro (OPC) Pvt Ltd PRESTIGE CLARKEWOODS, opp. Richards Park, Richards Town, Bengaluru, Karnataka 560005', 'Country of origin: India', 'Best before 02-12-2023', '","Icahro (OPC) Pvt Ltd PRESTIGE CLARKEWOODS, opp. Richards Park, Richards Town, Bengaluru, Karnataka 560005",-,-,-,Cold Milled Hemp Seeds,-,-,-,-
